date,covidOccupiedMVBeds,hospitalCases,newAdmissions,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,year,month,day,weekend
2020-06-01,652.0,7171.0,605.0,-56.0,-13.0,74.0,-51.0,-53.0,19.0,2020.0,6.0,0,0
2020-06-02,636.0,7014.0,666.0,-59.0,-15.0,78.0,-51.0,-54.0,19.0,2020.0,6.0,1,0
2020-06-03,602.0,6750.0,632.0,-62.0,-19.0,0.0,-57.0,-54.0,22.0,2020.0,6.0,2,0
2020-06-04,571.0,6525.0,562.0,-61.0,-17.0,19.0,-56.0,-54.0,22.0,2020.0,6.0,3,0
2020-06-05,554.0,6325.0,472.0,-63.0,-17.0,9.0,-56.0,-53.0,22.0,2020.0,6.0,4,0
2020-06-06,540.0,6097.0,406.0,-70.0,-22.0,-17.0,-57.0,-33.0,14.0,2020.0,6.0,5,1
2020-06-07,515.0,5892.0,405.0,-67.0,-23.0,22.0,-51.0,-28.0,10.0,2020.0,6.0,6,1
2020-06-08,509.0,5879.0,410.0,-56.0,-17.0,44.0,-54.0,-52.0,19.0,2020.0,6.0,0,0
2020-06-09,491.0,5684.0,487.0,-58.0,-17.0,56.0,-53.0,-52.0,20.0,2020.0,6.0,1,0
2020-06-10,439.0,5423.0,506.0,-61.0,-19.0,-1.0,-58.0,-52.0,21.0,2020.0,6.0,2,0
2020-06-11,390.0,5132.0,442.0,-59.0,-17.0,15.0,-58.0,-52.0,21.0,2020.0,6.0,3,0
2020-06-12,393.0,5045.0,392.0,-61.0,-17.0,6.0,-57.0,-51.0,21.0,2020.0,6.0,4,0
2020-06-13,390.0,4898.0,385.0,-65.0,-17.0,41.0,-49.0,-24.0,11.0,2020.0,6.0,5,1
2020-06-14,393.0,4866.0,364.0,-63.0,-20.0,65.0,-46.0,-19.0,8.0,2020.0,6.0,6,1
2020-06-15,385.0,4829.0,439.0,-46.0,-14.0,63.0,-50.0,-50.0,18.0,2020.0,6.0,0,0
2020-06-16,378.0,4825.0,454.0,-50.0,-13.0,53.0,-51.0,-50.0,19.0,2020.0,6.0,1,0
2020-06-17,357.0,4687.0,430.0,-52.0,-14.0,34.0,-52.0,-50.0,19.0,2020.0,6.0,2,0
2020-06-18,352.0,4530.0,401.0,-54.0,-15.0,8.0,-56.0,-52.0,20.0,2020.0,6.0,3,0
2020-06-19,330.0,4389.0,337.0,-53.0,-11.0,20.0,-52.0,-50.0,19.0,2020.0,6.0,4,0
2020-06-20,346.0,4225.0,254.0,-57.0,-10.0,49.0,-43.0,-20.0,9.0,2020.0,6.0,5,1
2020-06-21,310.0,4192.0,285.0,-58.0,-17.0,37.0,-44.0,-14.0,7.0,2020.0,6.0,6,1
2020-06-22,340.0,4251.0,391.0,-45.0,-13.0,72.0,-49.0,-51.0,17.0,2020.0,6.0,0,0
2020-06-23,311.0,4103.0,359.0,-48.0,-10.0,90.0,-48.0,-51.0,17.0,2020.0,6.0,1,0
2020-06-24,316.0,4003.0,366.0,-49.0,-8.0,98.0,-47.0,-49.0,17.0,2020.0,6.0,2,0
2020-06-25,276.0,3820.0,322.0,-49.0,-6.0,102.0,-47.0,-49.0,17.0,2020.0,6.0,3,0
2020-06-26,268.0,3596.0,337.0,-51.0,-9.0,50.0,-48.0,-49.0,18.0,2020.0,6.0,4,0
2020-06-27,270.0,3523.0,286.0,-59.0,-15.0,-7.0,-49.0,-24.0,11.0,2020.0,6.0,5,1
2020-06-28,270.0,3535.0,207.0,-56.0,-19.0,22.0,-46.0,-17.0,8.0,2020.0,6.0,6,1
2020-06-29,262.0,3728.0,219.0,-45.0,-14.0,22.0,-50.0,-49.0,17.0,2020.0,6.0,0,0
2020-06-30,279.0,3361.0,294.0,-45.0,-12.0,34.0,-50.0,-48.0,17.0,2020.0,6.0,1,0
2020-07-01,259.0,3176.0,270.0,-47.0,-13.0,34.0,-49.0,-48.0,17.0,2020.0,7.0,2,0
2020-07-02,239.0,3058.0,214.0,-47.0,-11.0,39.0,-49.0,-48.0,17.0,2020.0,7.0,3,0
2020-07-03,231.0,2924.0,213.0,-49.0,-12.0,20.0,-49.0,-47.0,18.0,2020.0,7.0,4,0
2020-07-04,221.0,2782.0,199.0,-51.0,-15.0,13.0,-41.0,-18.0,8.0,2020.0,7.0,5,1
2020-07-05,217.0,2721.0,195.0,-48.0,-18.0,53.0,-37.0,-14.0,6.0,2020.0,7.0,6,1
2020-07-06,209.0,2678.0,202.0,-36.0,-11.0,76.0,-43.0,-48.0,14.0,2020.0,7.0,0,0
2020-07-07,197.0,2576.0,214.0,-40.0,-12.0,52.0,-45.0,-48.0,16.0,2020.0,7.0,1,0
2020-07-08,185.0,2432.0,205.0,-42.0,-14.0,29.0,-47.0,-47.0,16.0,2020.0,7.0,2,0
2020-07-09,188.0,2323.0,211.0,-42.0,-12.0,38.0,-46.0,-47.0,16.0,2020.0,7.0,3,0
2020-07-10,191.0,2224.0,175.0,-41.0,-10.0,67.0,-40.0,-46.0,14.0,2020.0,7.0,4,0
2020-07-11,168.0,2098.0,176.0,-47.0,-12.0,69.0,-32.0,-14.0,6.0,2020.0,7.0,5,1
2020-07-12,159.0,2082.0,114.0,-43.0,-15.0,103.0,-27.0,-10.0,3.0,2020.0,7.0,6,1
2020-07-13,162.0,2096.0,189.0,-35.0,-11.0,71.0,-42.0,-48.0,14.0,2020.0,7.0,0,0
2020-07-14,145.0,1977.0,186.0,-36.0,-11.0,73.0,-43.0,-48.0,15.0,2020.0,7.0,1,0
2020-07-15,153.0,1957.0,167.0,-33.0,-13.0,52.0,-47.0,-46.0,15.0,2020.0,7.0,2,0
2020-07-16,142.0,1814.0,166.0,-31.0,-10.0,85.0,-45.0,-45.0,14.0,2020.0,7.0,3,0
2020-07-17,143.0,1791.0,144.0,-33.0,-10.0,93.0,-41.0,-44.0,13.0,2020.0,7.0,4,0
2020-07-18,137.0,1760.0,103.0,-40.0,-13.0,61.0,-35.0,-14.0,5.0,2020.0,7.0,5,1
2020-07-19,131.0,1725.0,125.0,-35.0,-16.0,78.0,-32.0,-10.0,3.0,2020.0,7.0,6,1
2020-07-20,129.0,1715.0,129.0,-25.0,-9.0,114.0,-42.0,-48.0,13.0,2020.0,7.0,0,0
2020-07-21,137.0,1617.0,125.0,-28.0,-10.0,116.0,-43.0,-48.0,13.0,2020.0,7.0,1,0
2020-07-22,110.0,1732.0,157.0,-29.0,-11.0,89.0,-44.0,-46.0,14.0,2020.0,7.0,2,0
2020-07-23,111.0,1522.0,198.0,-30.0,-9.0,81.0,-45.0,-47.0,14.0,2020.0,7.0,3,0
2020-07-24,104.0,1435.0,156.0,-32.0,-12.0,95.0,-40.0,-46.0,13.0,2020.0,7.0,4,0
2020-07-25,93.0,1384.0,119.0,-40.0,-16.0,25.0,-37.0,-15.0,6.0,2020.0,7.0,5,1
2020-07-26,92.0,1366.0,109.0,-33.0,-17.0,78.0,-30.0,-9.0,3.0,2020.0,7.0,6,1
2020-07-27,97.0,1353.0,128.0,-29.0,-14.0,40.0,-46.0,-51.0,14.0,2020.0,7.0,0,0
2020-07-28,93.0,1352.0,118.0,-26.0,-10.0,100.0,-42.0,-48.0,14.0,2020.0,7.0,1,0
2020-07-29,87.0,1332.0,130.0,-25.0,-10.0,107.0,-41.0,-48.0,13.0,2020.0,7.0,2,0
2020-07-30,84.0,1298.0,132.0,-23.0,-7.0,120.0,-41.0,-48.0,13.0,2020.0,7.0,3,0
2020-07-31,86.0,1249.0,112.0,-29.0,-11.0,120.0,-37.0,-48.0,11.0,2020.0,7.0,4,0
2020-08-01,92.0,1272.0,127.0,-36.0,-14.0,72.0,-30.0,-14.0,4.0,2020.0,8.0,5,1
2020-08-02,85.0,1235.0,92.0,-28.0,-15.0,93.0,-27.0,-9.0,2.0,2020.0,8.0,6,1
2020-08-03,77.0,1234.0,108.0,-15.0,-11.0,115.0,-39.0,-49.0,11.0,2020.0,8.0,0,0
2020-08-04,76.0,1198.0,124.0,-19.0,-13.0,89.0,-42.0,-49.0,13.0,2020.0,8.0,1,0
2020-08-05,73.0,1184.0,139.0,-16.0,-13.0,86.0,-43.0,-48.0,13.0,2020.0,8.0,2,0
2020-08-06,69.0,1137.0,98.0,-23.0,-10.0,120.0,-42.0,-48.0,12.0,2020.0,8.0,3,0
2020-08-07,67.0,1078.0,118.0,-28.0,-12.0,114.0,-39.0,-48.0,11.0,2020.0,8.0,4,0
2020-08-08,62.0,1010.0,138.0,-35.0,-14.0,92.0,-31.0,-13.0,3.0,2020.0,8.0,5,1
2020-08-09,65.0,965.0,105.0,-28.0,-15.0,103.0,-27.0,-8.0,1.0,2020.0,8.0,6,1
2020-08-10,70.0,1070.0,87.0,-11.0,-11.0,118.0,-40.0,-48.0,11.0,2020.0,8.0,0,0
2020-08-11,73.0,1021.0,113.0,-13.0,-11.0,118.0,-41.0,-48.0,12.0,2020.0,8.0,1,0
2020-08-12,80.0,986.0,98.0,-14.0,-11.0,100.0,-42.0,-47.0,12.0,2020.0,8.0,2,0
2020-08-13,75.0,989.0,127.0,-24.0,-10.0,89.0,-43.0,-48.0,13.0,2020.0,8.0,3,0
2020-08-14,73.0,977.0,100.0,-26.0,-12.0,76.0,-39.0,-46.0,12.0,2020.0,8.0,4,0
2020-08-15,76.0,956.0,99.0,-33.0,-15.0,50.0,-33.0,-13.0,4.0,2020.0,8.0,5,1
2020-08-16,78.0,961.0,80.0,-29.0,-18.0,52.0,-32.0,-10.0,3.0,2020.0,8.0,6,1
2020-08-17,73.0,960.0,91.0,-9.0,-14.0,80.0,-41.0,-48.0,11.0,2020.0,8.0,0,0
2020-08-18,73.0,927.0,124.0,-11.0,-13.0,93.0,-41.0,-46.0,12.0,2020.0,8.0,1,0
2020-08-19,70.0,896.0,110.0,-15.0,-17.0,39.0,-44.0,-46.0,13.0,2020.0,8.0,2,0
2020-08-20,76.0,877.0,95.0,-19.0,-10.0,121.0,-40.0,-46.0,11.0,2020.0,8.0,3,0
2020-08-21,72.0,852.0,107.0,-26.0,-13.0,56.0,-40.0,-45.0,12.0,2020.0,8.0,4,0
2020-08-22,71.0,907.0,71.0,-31.0,-15.0,53.0,-32.0,-11.0,4.0,2020.0,8.0,5,1
2020-08-23,72.0,834.0,74.0,-26.0,-17.0,64.0,-29.0,-7.0,2.0,2020.0,8.0,6,1
2020-08-24,68.0,840.0,90.0,-3.0,-12.0,105.0,-38.0,-46.0,10.0,2020.0,8.0,0,0
2020-08-25,68.0,809.0,119.0,-13.0,-16.0,31.0,-45.0,-47.0,13.0,2020.0,8.0,1,0
2020-08-26,64.0,798.0,130.0,-3.0,-11.0,90.0,-38.0,-44.0,11.0,2020.0,8.0,2,0
2020-08-27,71.0,805.0,148.0,-21.0,-12.0,55.0,-42.0,-45.0,12.0,2020.0,8.0,3,0
2020-08-28,60.0,781.0,135.0,-20.0,-9.0,51.0,-37.0,-45.0,11.0,2020.0,8.0,4,0
2020-08-29,66.0,794.0,108.0,-27.0,-13.0,49.0,-29.0,-12.0,3.0,2020.0,8.0,5,1
2020-08-30,68.0,790.0,74.0,-15.0,-14.0,94.0,-23.0,-7.0,1.0,2020.0,8.0,6,1
2020-08-31,71.0,810.0,87.0,3.0,-17.0,152.0,-43.0,-68.0,14.0,2020.0,8.0,0,0
2020-09-01,82.0,814.0,132.0,-15.0,-6.0,94.0,-37.0,-44.0,10.0,2020.0,9.0,1,0
2020-09-02,81.0,759.0,145.0,-20.0,-11.0,48.0,-41.0,-42.0,11.0,2020.0,9.0,2,0
2020-09-03,76.0,773.0,143.0,-20.0,-10.0,58.0,-40.0,-42.0,11.0,2020.0,9.0,3,0
2020-09-04,69.0,777.0,154.0,-21.0,-10.0,61.0,-35.0,-40.0,9.0,2020.0,9.0,4,0
2020-09-05,67.0,770.0,129.0,-26.0,-12.0,56.0,-30.0,-10.0,3.0,2020.0,9.0,5,1
2020-09-06,69.0,775.0,136.0,-21.0,-12.0,69.0,-27.0,-7.0,2.0,2020.0,9.0,6,1
2020-09-07,77.0,861.0,144.0,-17.0,-10.0,58.0,-36.0,-43.0,9.0,2020.0,9.0,0,0
2020-09-08,80.0,850.0,179.0,-19.0,-10.0,74.0,-35.0,-42.0,9.0,2020.0,9.0,1,0
2020-09-09,80.0,880.0,201.0,-20.0,-11.0,67.0,-36.0,-39.0,9.0,2020.0,9.0,2,0
2020-09-10,78.0,900.0,213.0,-20.0,-9.0,78.0,-36.0,-40.0,9.0,2020.0,9.0,3,0
2020-09-11,143.0,721.0,225.0,-22.0,-9.0,62.0,-32.0,-38.0,8.0,2020.0,9.0,4,0
2020-09-12,86.0,760.0,214.0,-27.0,-11.0,61.0,-28.0,-9.0,3.0,2020.0,9.0,5,1
2020-09-13,92.0,788.0,224.0,-21.0,-12.0,94.0,-24.0,-7.0,1.0,2020.0,9.0,6,1
2020-09-14,105.0,928.0,254.0,-17.0,-9.0,104.0,-32.0,-36.0,8.0,2020.0,9.0,0,0
2020-09-15,115.0,1013.0,268.0,-19.0,-9.0,91.0,-34.0,-36.0,9.0,2020.0,9.0,1,0
2020-09-16,124.0,1056.0,281.0,-21.0,-11.0,71.0,-35.0,-36.0,9.0,2020.0,9.0,2,0
2020-09-17,127.0,1110.0,262.0,-20.0,-9.0,88.0,-35.0,-36.0,9.0,2020.0,9.0,3,0
2020-09-18,138.0,1169.0,261.0,-22.0,-9.0,75.0,-32.0,-35.0,8.0,2020.0,9.0,4,0
2020-09-19,144.0,1248.0,258.0,-27.0,-11.0,67.0,-29.0,-10.0,3.0,2020.0,9.0,5,1
2020-09-20,165.0,1343.0,285.0,-22.0,-12.0,85.0,-26.0,-7.0,2.0,2020.0,9.0,6,1
2020-09-21,181.0,1497.0,366.0,-17.0,-8.0,86.0,-34.0,-37.0,8.0,2020.0,9.0,0,0
2020-09-22,211.0,1574.0,347.0,-22.0,-9.0,64.0,-36.0,-36.0,9.0,2020.0,9.0,1,0
2020-09-23,228.0,1665.0,415.0,-27.0,-11.0,20.0,-40.0,-35.0,11.0,2020.0,9.0,2,0
2020-09-24,243.0,1777.0,417.0,-26.0,-9.0,28.0,-41.0,-35.0,11.0,2020.0,9.0,3,0
2020-09-25,262.0,1951.0,378.0,-25.0,-7.0,29.0,-37.0,-34.0,10.0,2020.0,9.0,4,0
2020-09-26,261.0,1958.0,345.0,-28.0,-10.0,28.0,-34.0,-9.0,5.0,2020.0,9.0,5,1
2020-09-27,276.0,2109.0,336.0,-25.0,-13.0,45.0,-32.0,-7.0,3.0,2020.0,9.0,6,1
2020-09-28,297.0,2312.0,434.0,-19.0,-8.0,45.0,-38.0,-35.0,10.0,2020.0,9.0,0,0
2020-09-29,314.0,2330.0,435.0,-22.0,-8.0,47.0,-38.0,-34.0,10.0,2020.0,9.0,1,0
2020-09-30,333.0,2439.0,446.0,-26.0,-11.0,4.0,-40.0,-34.0,11.0,2020.0,9.0,2,0
2020-10-01,341.0,2494.0,521.0,-23.0,-6.0,36.0,-39.0,-32.0,10.0,2020.0,10.0,3,0
2020-10-02,369.0,2631.0,531.0,-30.0,-10.0,4.0,-37.0,-32.0,11.0,2020.0,10.0,4,0
2020-10-03,369.0,2770.0,529.0,-34.0,-12.0,-20.0,-40.0,-12.0,7.0,2020.0,10.0,5,1
2020-10-04,369.0,2952.0,629.0,-31.0,-15.0,-4.0,-38.0,-9.0,5.0,2020.0,10.0,6,1
2020-10-05,393.0,3260.0,622.0,-24.0,-10.0,23.0,-37.0,-34.0,10.0,2020.0,10.0,0,0
2020-10-06,410.0,3531.0,724.0,-26.0,-9.0,20.0,-38.0,-34.0,10.0,2020.0,10.0,1,0
2020-10-07,442.0,3781.0,686.0,-24.0,-9.0,31.0,-38.0,-32.0,10.0,2020.0,10.0,2,0
2020-10-08,436.0,3969.0,706.0,-27.0,-9.0,21.0,-41.0,-33.0,11.0,2020.0,10.0,3,0
2020-10-09,440.0,4062.0,708.0,-28.0,-8.0,19.0,-37.0,-31.0,10.0,2020.0,10.0,4,0
2020-10-10,469.0,4237.0,709.0,-31.0,-10.0,14.0,-37.0,-8.0,6.0,2020.0,10.0,5,1
2020-10-11,477.0,4545.0,821.0,-27.0,-13.0,49.0,-33.0,-6.0,4.0,2020.0,10.0,6,1
2020-10-12,507.0,4824.0,879.0,-27.0,-12.0,9.0,-40.0,-35.0,11.0,2020.0,10.0,0,0
2020-10-13,516.0,5145.0,1011.0,-29.0,-11.0,14.0,-41.0,-35.0,11.0,2020.0,10.0,1,0
2020-10-14,563.0,5438.0,971.0,-27.0,-9.0,23.0,-40.0,-33.0,11.0,2020.0,10.0,2,0
2020-10-15,581.0,5775.0,1036.0,-27.0,-7.0,29.0,-40.0,-33.0,11.0,2020.0,10.0,3,0
2020-10-16,592.0,6127.0,909.0,-27.0,-6.0,25.0,-37.0,-32.0,11.0,2020.0,10.0,4,0
2020-10-17,614.0,6362.0,1015.0,-33.0,-9.0,18.0,-40.0,-10.0,7.0,2020.0,10.0,5,1
2020-10-18,630.0,6638.0,1081.0,-30.0,-13.0,36.0,-38.0,-9.0,5.0,2020.0,10.0,6,1
2020-10-19,658.0,7136.0,1089.0,-26.0,-10.0,27.0,-41.0,-35.0,11.0,2020.0,10.0,0,0
2020-10-20,698.0,7656.0,1184.0,-28.0,-9.0,28.0,-41.0,-35.0,12.0,2020.0,10.0,1,0
2020-10-21,712.0,7925.0,1248.0,-31.0,-11.0,-2.0,-44.0,-35.0,13.0,2020.0,10.0,2,0
2020-10-22,708.0,8090.0,1267.0,-26.0,-6.0,34.0,-42.0,-34.0,12.0,2020.0,10.0,3,0
2020-10-23,744.0,8653.0,1284.0,-28.0,-6.0,19.0,-41.0,-35.0,12.0,2020.0,10.0,4,0
2020-10-24,788.0,9019.0,1250.0,-38.0,-12.0,-10.0,-44.0,-13.0,8.0,2020.0,10.0,5,1
2020-10-25,828.0,9538.0,1413.0,-29.0,-10.0,32.0,-39.0,-10.0,5.0,2020.0,10.0,6,1
2020-10-26,853.0,9865.0,1532.0,-21.0,-9.0,42.0,-44.0,-45.0,13.0,2020.0,10.0,0,0
2020-10-27,903.0,10678.0,1476.0,-27.0,-10.0,10.0,-47.0,-45.0,14.0,2020.0,10.0,1,0
2020-10-28,957.0,11184.0,1486.0,-23.0,-8.0,27.0,-45.0,-43.0,14.0,2020.0,10.0,2,0
2020-10-29,974.0,11321.0,1565.0,-27.0,-9.0,4.0,-48.0,-44.0,15.0,2020.0,10.0,3,0
2020-10-30,979.0,11525.0,1368.0,-26.0,-5.0,25.0,-43.0,-42.0,13.0,2020.0,10.0,4,0
2020-10-31,1003.0,12031.0,1444.0,-38.0,-9.0,-15.0,-44.0,-13.0,8.0,2020.0,10.0,5,1
2020-11-01,979.0,11947.0,1489.0,-29.0,-13.0,-4.0,-40.0,-10.0,5.0,2020.0,11.0,6,1
2020-11-02,1075.0,12815.0,1555.0,-17.0,-7.0,8.0,-40.0,-34.0,11.0,2020.0,11.0,0,0
2020-11-03,1144.0,13456.0,1505.0,-17.0,-6.0,6.0,-39.0,-33.0,11.0,2020.0,11.0,1,0
2020-11-04,1193.0,13521.0,1661.0,-11.0,-4.0,19.0,-36.0,-31.0,10.0,2020.0,11.0,2,0
2020-11-05,1183.0,13485.0,1563.0,-54.0,-14.0,8.0,-52.0,-38.0,16.0,2020.0,11.0,3,0
2020-11-06,1187.0,13642.0,1391.0,-55.0,-12.0,5.0,-52.0,-38.0,17.0,2020.0,11.0,4,0
2020-11-07,1207.0,13991.0,1536.0,-60.0,-16.0,13.0,-58.0,-28.0,13.0,2020.0,11.0,5,1
2020-11-08,1232.0,14211.0,1672.0,-60.0,-20.0,5.0,-57.0,-28.0,10.0,2020.0,11.0,6,1
2020-11-09,1271.0,14804.0,1750.0,-47.0,-15.0,5.0,-50.0,-39.0,15.0,2020.0,11.0,0,0
2020-11-10,1219.0,14622.0,1843.0,-48.0,-13.0,14.0,-49.0,-39.0,15.0,2020.0,11.0,1,0
2020-11-11,1268.0,15326.0,1956.0,-49.0,-14.0,-1.0,-51.0,-38.0,16.0,2020.0,11.0,2,0
2020-11-12,1275.0,15538.0,1898.0,-48.0,-10.0,19.0,-50.0,-39.0,16.0,2020.0,11.0,3,0
2020-11-13,1355.0,15903.0,1636.0,-49.0,-8.0,7.0,-50.0,-38.0,16.0,2020.0,11.0,4,0
2020-11-14,1365.0,15976.0,1603.0,-59.0,-16.0,-29.0,-59.0,-28.0,13.0,2020.0,11.0,5,1
2020-11-15,1397.0,16535.0,1656.0,-57.0,-19.0,-5.0,-57.0,-28.0,10.0,2020.0,11.0,6,1
2020-11-16,1391.0,16975.0,1753.0,-46.0,-14.0,2.0,-50.0,-39.0,15.0,2020.0,11.0,0,0
2020-11-17,1420.0,17109.0,1701.0,-48.0,-12.0,6.0,-50.0,-39.0,15.0,2020.0,11.0,1,0
2020-11-18,1430.0,17155.0,1771.0,-49.0,-13.0,-7.0,-51.0,-38.0,16.0,2020.0,11.0,2,0
2020-11-19,1426.0,17127.0,1668.0,-48.0,-10.0,6.0,-51.0,-39.0,16.0,2020.0,11.0,3,0
2020-11-20,1422.0,16857.0,1528.0,-50.0,-8.0,-17.0,-51.0,-38.0,17.0,2020.0,11.0,4,0
2020-11-21,1447.0,16726.0,1444.0,-56.0,-12.0,-8.0,-56.0,-26.0,12.0,2020.0,11.0,5,1
2020-11-22,1454.0,16921.0,1478.0,-53.0,-15.0,25.0,-53.0,-26.0,9.0,2020.0,11.0,6,1
2020-11-23,1487.0,17333.0,1576.0,-44.0,-12.0,4.0,-50.0,-39.0,15.0,2020.0,11.0,0,0
2020-11-24,1489.0,17063.0,1472.0,-47.0,-10.0,3.0,-50.0,-38.0,15.0,2020.0,11.0,1,0
2020-11-25,1480.0,16767.0,1590.0,-47.0,-12.0,-5.0,-51.0,-37.0,16.0,2020.0,11.0,2,0
2020-11-26,1456.0,16401.0,1408.0,-46.0,-9.0,10.0,-51.0,-37.0,15.0,2020.0,11.0,3,0
2020-11-27,1417.0,16208.0,1254.0,-47.0,-7.0,-2.0,-50.0,-38.0,16.0,2020.0,11.0,4,0
2020-11-28,1378.0,15614.0,1202.0,-55.0,-12.0,-11.0,-55.0,-24.0,12.0,2020.0,11.0,5,1
2020-11-29,1387.0,15932.0,1375.0,-53.0,-15.0,5.0,-54.0,-24.0,9.0,2020.0,11.0,6,1
2020-11-30,1357.0,16175.0,1383.0,-41.0,-9.0,-9.0,-49.0,-37.0,14.0,2020.0,11.0,0,0
2020-12-01,1351.0,15920.0,1471.0,-43.0,-7.0,7.0,-48.0,-36.0,14.0,2020.0,12.0,1,0
2020-12-02,1315.0,15581.0,1464.0,-31.0,-6.0,-7.0,-45.0,-32.0,13.0,2020.0,12.0,2,0
2020-12-03,1261.0,15264.0,1482.0,-34.0,-8.0,-20.0,-46.0,-33.0,14.0,2020.0,12.0,3,0
2020-12-04,1274.0,15330.0,1413.0,-35.0,-5.0,-18.0,-44.0,-33.0,14.0,2020.0,12.0,4,0
2020-12-05,1247.0,15289.0,1364.0,-36.0,-6.0,-8.0,-41.0,-13.0,8.0,2020.0,12.0,5,1
2020-12-06,1249.0,15557.0,1462.0,-36.0,-10.0,1.0,-41.0,-13.0,7.0,2020.0,12.0,6,1
2020-12-07,1271.0,16024.0,1646.0,-26.0,-5.0,-4.0,-43.0,-34.0,12.0,2020.0,12.0,0,0
2020-12-08,1272.0,16079.0,1759.0,-31.0,-5.0,-7.0,-44.0,-33.0,12.0,2020.0,12.0,1,0
2020-12-09,1243.0,15942.0,1737.0,-31.0,-5.0,-5.0,-44.0,-32.0,13.0,2020.0,12.0,2,0
2020-12-10,1267.0,16330.0,1737.0,-32.0,-3.0,-1.0,-44.0,-33.0,13.0,2020.0,12.0,3,0
2020-12-11,1275.0,16507.0,1681.0,-33.0,-2.0,-5.0,-41.0,-32.0,13.0,2020.0,12.0,4,0
2020-12-12,1243.0,16524.0,1776.0,-37.0,-5.0,-5.0,-39.0,-12.0,8.0,2020.0,12.0,5,1
2020-12-13,1281.0,17149.0,1745.0,-41.0,-13.0,-31.0,-45.0,-14.0,8.0,2020.0,12.0,6,1
2020-12-14,1288.0,17850.0,1934.0,-25.0,-2.0,2.0,-42.0,-35.0,12.0,2020.0,12.0,0,0
2020-12-15,1326.0,17804.0,1925.0,-25.0,0.0,10.0,-41.0,-34.0,12.0,2020.0,12.0,1,0
2020-12-16,1340.0,18254.0,2062.0,-33.0,-3.0,-14.0,-46.0,-34.0,14.0,2020.0,12.0,2,0
2020-12-17,1366.0,18563.0,2119.0,-29.0,2.0,12.0,-44.0,-35.0,13.0,2020.0,12.0,3,0
2020-12-18,1364.0,18718.0,1905.0,-33.0,-1.0,-14.0,-45.0,-37.0,15.0,2020.0,12.0,4,0
2020-12-19,1412.0,19062.0,2030.0,-40.0,-3.0,-10.0,-41.0,-13.0,8.0,2020.0,12.0,5,1
2020-12-20,1442.0,19595.0,2151.0,-43.0,-7.0,5.0,-45.0,-13.0,7.0,2020.0,12.0,6,1
2020-12-21,1512.0,20722.0,2343.0,-26.0,12.0,-8.0,-52.0,-49.0,16.0,2020.0,12.0,0,0
2020-12-22,1529.0,21085.0,2457.0,-26.0,17.0,14.0,-52.0,-50.0,16.0,2020.0,12.0,1,0
2020-12-23,1554.0,20821.0,2253.0,-27.0,23.0,-12.0,-54.0,-53.0,18.0,2020.0,12.0,2,0
2020-12-24,1607.0,21171.0,2061.0,-35.0,14.0,19.0,-59.0,-65.0,21.0,2020.0,12.0,3,0
2020-12-25,1616.0,20511.0,2164.0,-92.0,-89.0,-25.0,-85.0,-85.0,27.0,2020.0,12.0,4,0
2020-12-26,1682.0,21306.0,2505.0,-81.0,-63.0,-34.0,-76.0,-54.0,15.0,2020.0,12.0,5,1
