date,covidOccupiedMVBeds,retail_and_recreation_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,residential_percent_change_from_baseline,year,month,day,weekend,hospitalCases_lagged,newAdmissions_lagged,grocery_and_pharmacy_percent_change_from_baseline_lagged,workplaces_percent_change_from_baseline_lagged
2020-12-28,1847.0,-51.0,16.0,-70.0,26.0,2020.0,12.0,0,0,20821.0,1925.0,-89.0,-49.0
2020-12-29,1939.0,-47.0,14.0,-64.0,24.0,2020.0,12.0,1,0,21171.0,2062.0,-63.0,-50.0
2020-12-30,2066.0,-42.0,18.0,-63.0,23.0,2020.0,12.0,2,0,20511.0,2119.0,-24.0,-53.0
2020-12-31,2122.0,-53.0,14.0,-67.0,24.0,2020.0,12.0,3,0,21306.0,1905.0,-24.0,-65.0
2021-01-01,2162.0,-83.0,-5.0,-82.0,32.0,2021.0,1.0,4,0,22313.0,2030.0,-11.0,-85.0
2021-01-02,2256.0,-68.0,-12.0,-66.0,16.0,2021.0,1.0,5,1,23598.0,2151.0,-3.0,-54.0
2021-01-03,2420.0,-64.0,-8.0,-62.0,11.0,2021.0,1.0,6,1,25088.0,2343.0,2.0,-29.0
2021-01-04,2560.0,-53.0,-16.0,-62.0,19.0,2021.0,1.0,0,0,26069.0,2457.0,-64.0,-77.0
2021-01-05,2645.0,-61.0,-18.0,-63.0,20.0,2021.0,1.0,1,0,26091.0,2253.0,-24.0,-68.0
2021-01-06,2821.0,-62.0,-13.0,-63.0,21.0,2021.0,1.0,2,0,25881.0,2061.0,-24.0,-66.0
2021-01-07,2929.0,-62.0,-9.0,-64.0,21.0,2021.0,1.0,3,0,27039.0,2164.0,-17.0,-69.0
2021-01-08,3098.0,-64.0,-21.0,-64.0,22.0,2021.0,1.0,4,0,28500.0,2505.0,-21.0,-83.0
2021-01-09,3145.0,-68.0,-14.0,-65.0,15.0,2021.0,1.0,5,1,30238.0,2834.0,-22.0,-39.0
2021-01-10,3264.0,-68.0,-13.0,-65.0,12.0,2021.0,1.0,6,1,30158.0,3116.0,-22.0,-29.0
2021-01-11,3363.0,-59.0,-16.0,-63.0,20.0,2021.0,1.0,0,0,31420.0,3226.0,-23.0,-49.0
2021-01-12,3496.0,-61.0,-7.0,-63.0,20.0,2021.0,1.0,1,0,32059.0,3253.0,-22.0,-50.0
2021-01-13,3626.0,-64.0,-30.0,-65.0,21.0,2021.0,1.0,2,0,33258.0,2885.0,-27.0,-49.0
2021-01-14,3672.0,-66.0,-28.0,-66.0,22.0,2021.0,1.0,3,0,33506.0,3329.0,-25.0,-50.0
2021-01-15,3789.0,-64.0,-15.0,-64.0,21.0,2021.0,1.0,4,0,34855.0,3416.0,-24.0,-49.0
2021-01-16,3854.0,-70.0,-31.0,-67.0,15.0,2021.0,1.0,5,1,36217.0,3623.0,-27.0,-33.0
2021-01-17,3871.0,-67.0,8.0,-63.0,11.0,2021.0,1.0,6,1,36445.0,3911.0,-29.0,-31.0
2021-01-18,3916.0,-60.0,-10.0,-63.0,19.0,2021.0,1.0,0,0,36964.0,4098.0,-23.0,-50.0
2021-01-19,3947.0,-63.0,-23.0,-64.0,20.0,2021.0,1.0,1,0,37161.0,4374.0,-26.0,-51.0
2021-01-20,3953.0,-65.0,-35.0,-66.0,21.0,2021.0,1.0,2,0,37611.0,4266.0,-27.0,-50.0
2021-01-21,3960.0,-62.0,-6.0,-64.0,20.0,2021.0,1.0,3,0,37180.0,3970.0,-25.0,-53.0
2021-01-22,4076.0,-62.0,-3.0,-63.0,21.0,2021.0,1.0,4,0,37638.0,4098.0,-27.0,-51.0
2021-01-23,4066.0,-67.0,-12.0,-64.0,14.0,2021.0,1.0,5,1,38745.0,3905.0,-28.0,-35.0
2021-01-24,4077.0,-71.0,-4.0,-66.0,12.0,2021.0,1.0,6,1,38357.0,4282.0,-23.0,-31.0
2021-01-25,4032.0,-59.0,-1.0,-62.0,19.0,2021.0,1.0,0,0,38262.0,4548.0,-20.0,-51.0
2021-01-26,3961.0,-62.0,-27.0,-64.0,20.0,2021.0,1.0,1,0,37577.0,4205.0,-22.0,-52.0
2021-01-27,3937.0,-60.0,-13.0,-63.0,20.0,2021.0,1.0,2,0,37771.0,4050.0,-31.0,-51.0
2021-01-28,3918.0,-61.0,-12.0,-63.0,20.0,2021.0,1.0,3,0,36911.0,3648.0,-23.0,-51.0
2021-01-29,3832.0,-60.0,-11.0,-61.0,20.0,2021.0,1.0,4,0,37234.0,3902.0,-25.0,-49.0
2021-01-30,3806.0,-67.0,-37.0,-67.0,15.0,2021.0,1.0,5,1,37271.0,3725.0,-21.0,-33.0
2021-01-31,3687.0,-65.0,-3.0,-63.0,11.0,2021.0,1.0,6,1,36633.0,4039.0,-21.0,-34.0
2021-02-01,3726.0,-56.0,0.0,-60.0,18.0,2021.0,2.0,0,0,35075.0,4137.0,-16.0,-52.0
2021-02-02,3635.0,-61.0,-13.0,-62.0,20.0,2021.0,2.0,1,0,34481.0,4023.0,-22.0,-51.0
2021-02-03,3628.0,-60.0,-13.0,-63.0,20.0,2021.0,2.0,2,0,33440.0,3594.0,-24.0,-50.0
2021-02-04,3572.0,-60.0,-12.0,-64.0,20.0,2021.0,2.0,3,0,32611.0,3358.0,-21.0,-50.0
2021-02-05,3505.0,-59.0,-1.0,-61.0,20.0,2021.0,2.0,4,0,32178.0,3095.0,-24.0,-49.0
2021-02-06,3373.0,-65.0,-21.0,-64.0,14.0,2021.0,2.0,5,1,32572.0,3089.0,-21.0,-33.0
2021-02-07,3302.0,-68.0,-23.0,-67.0,11.0,2021.0,2.0,6,1,31400.0,2905.0,-20.0,-30.0
2021-02-08,3230.0,-60.0,-13.0,-63.0,19.0,2021.0,2.0,0,0,30251.0,3124.0,-14.0,-49.0
2021-02-09,3164.0,-61.0,-12.0,-63.0,20.0,2021.0,2.0,1,0,29078.0,3046.0,-19.0,-51.0
2021-02-10,3132.0,-59.0,-8.0,-62.0,20.0,2021.0,2.0,2,0,28063.0,3019.0,-27.0,-49.0
2021-02-11,3036.0,-58.0,-8.0,-63.0,20.0,2021.0,2.0,3,0,26600.0,2671.0,-24.0,-49.0
2021-02-12,2943.0,-58.0,-14.0,-62.0,20.0,2021.0,2.0,4,0,26486.0,2444.0,-21.0,-48.0
2021-02-13,2842.0,-63.0,-28.0,-65.0,14.0,2021.0,2.0,5,1,26452.0,2388.0,-17.0,-31.0
2021-02-14,2851.0,-65.0,-28.0,-65.0,11.0,2021.0,2.0,6,1,25404.0,2585.0,-15.0,-32.0
2021-02-15,2805.0,-52.0,18.0,-60.0,18.0,2021.0,2.0,0,0,24152.0,2468.0,-10.0,-52.0
2021-02-16,2708.0,-55.0,5.0,-61.0,19.0,2021.0,2.0,1,0,23160.0,2342.0,-11.0,-52.0
2021-02-17,2614.0,-55.0,1.0,-61.0,20.0,2021.0,2.0,2,0,22093.0,2127.0,-21.0,-50.0
2021-02-18,2535.0,-55.0,13.0,-61.0,20.0,2021.0,2.0,3,0,20741.0,1984.0,-16.0,-49.0
2021-02-19,2469.0,-57.0,-7.0,-61.0,20.0,2021.0,2.0,4,0,20820.0,1879.0,-13.0,-48.0
2021-02-20,2358.0,-62.0,-4.0,-61.0,13.0,2021.0,2.0,5,1,20765.0,1843.0,-16.0,-31.0
2021-02-21,2329.0,-60.0,27.0,-57.0,10.0,2021.0,2.0,6,1,20000.0,1908.0,-13.0,-30.0
2021-02-22,2273.0,-52.0,13.0,-59.0,17.0,2021.0,2.0,0,0,19238.0,1727.0,-12.0,-53.0
2021-02-23,2143.0,-55.0,7.0,-59.0,18.0,2021.0,2.0,1,0,18321.0,1718.0,-14.0,-52.0
2021-02-24,2118.0,-54.0,6.0,-59.0,19.0,2021.0,2.0,2,0,17673.0,1663.0,-18.0,-51.0
2021-02-25,2047.0,-53.0,22.0,-59.0,18.0,2021.0,2.0,3,0,16856.0,1504.0,-16.0,-52.0
2021-02-26,1971.0,-51.0,38.0,-56.0,18.0,2021.0,2.0,4,0,16676.0,1423.0,-15.0,-51.0
2021-02-27,1903.0,-56.0,38.0,-56.0,11.0,2021.0,2.0,5,1,16687.0,1530.0,-13.0,-28.0
2021-02-28,1783.0,-55.0,48.0,-55.0,9.0,2021.0,2.0,6,1,15930.0,1494.0,-10.0,-26.0
2021-03-01,1806.0,-49.0,20.0,-57.0,17.0,2021.0,3.0,0,0,15378.0,1487.0,-5.0,-47.0
2021-03-02,1709.0,-52.0,16.0,-58.0,17.0,2021.0,3.0,1,0,14695.0,1403.0,-9.0,-47.0
2021-03-03,1647.0,-54.0,-7.0,-59.0,18.0,2021.0,3.0,2,0,13931.0,1328.0,-12.0,-46.0
2021-03-04,1589.0,-54.0,-1.0,-59.0,18.0,2021.0,3.0,3,0,13120.0,1272.0,-12.0,-46.0
2021-03-05,1542.0,-53.0,8.0,-57.0,18.0,2021.0,3.0,4,0,12645.0,1082.0,-12.0,-45.0
2021-03-06,1449.0,-57.0,10.0,-58.0,12.0,2021.0,3.0,5,1,12743.0,1152.0,-13.0,-25.0
2021-03-07,1394.0,-56.0,30.0,-56.0,9.0,2021.0,3.0,6,1,12003.0,1114.0,-10.0,-23.0
2021-03-08,1356.0,-47.0,16.0,-54.0,15.0,2021.0,3.0,0,0,11403.0,1114.0,-6.0,-46.0
2021-03-09,1292.0,-49.0,31.0,-52.0,15.0,2021.0,3.0,1,0,10819.0,1015.0,-9.0,-46.0
2021-03-10,1236.0,-55.0,-26.0,-57.0,17.0,2021.0,3.0,2,0,10206.0,965.0,-12.0,-46.0
2021-03-11,1192.0,-53.0,-4.0,-55.0,17.0,2021.0,3.0,3,0,9607.0,855.0,-8.0,-46.0
2021-03-12,1110.0,-52.0,-1.0,-53.0,16.0,2021.0,3.0,4,0,9355.0,737.0,-8.0,-44.0
2021-03-13,1087.0,-56.0,-11.0,-58.0,12.0,2021.0,3.0,5,1,9364.0,773.0,-12.0,-24.0
2021-03-14,1049.0,-58.0,4.0,-54.0,8.0,2021.0,3.0,6,1,8899.0,810.0,-6.0,-22.0
2021-03-15,1016.0,-47.0,23.0,-51.0,14.0,2021.0,3.0,0,0,8342.0,833.0,-1.0,-44.0
2021-03-16,968.0,-49.0,23.0,-51.0,15.0,2021.0,3.0,1,0,7969.0,712.0,2.0,-43.0
2021-03-17,925.0,-49.0,26.0,-51.0,15.0,2021.0,3.0,2,0,7632.0,701.0,-10.0,-42.0
2021-03-18,879.0,-51.0,18.0,-52.0,16.0,2021.0,3.0,3,0,7290.0,593.0,-9.0,-42.0
2021-03-19,830.0,-51.0,25.0,-50.0,16.0,2021.0,3.0,4,0,7224.0,633.0,-8.0,-40.0
2021-03-20,787.0,-57.0,16.0,-55.0,11.0,2021.0,3.0,5,1,7115.0,531.0,-7.0,-23.0
2021-03-21,768.0,-55.0,42.0,-53.0,8.0,2021.0,3.0,6,1,6754.0,565.0,-5.0,-14.0
2021-03-22,748.0,-45.0,42.0,-49.0,14.0,2021.0,3.0,0,0,6487.0,572.0,-2.0,-41.0
2021-03-23,711.0,-48.0,28.0,-50.0,14.0,2021.0,3.0,1,0,6051.0,567.0,-7.0,-41.0
2021-03-24,682.0,-48.0,28.0,-51.0,15.0,2021.0,3.0,2,0,5781.0,542.0,-11.0,-40.0
2021-03-25,630.0,-49.0,26.0,-51.0,15.0,2021.0,3.0,3,0,5468.0,472.0,-6.0,-40.0
2021-03-26,615.0,-51.0,-1.0,-51.0,16.0,2021.0,3.0,4,0,5355.0,459.0,-6.0,-39.0
2021-03-27,594.0,-55.0,19.0,-54.0,11.0,2021.0,3.0,5,1,5349.0,428.0,-5.0,-22.0
2021-03-28,582.0,-58.0,-1.0,-57.0,9.0,2021.0,3.0,6,1,5068.0,501.0,-3.0,-19.0
2021-03-29,583.0,-41.0,71.0,-48.0,13.0,2021.0,3.0,0,0,4797.0,436.0,-1.0,-40.0
2021-03-30,568.0,-42.0,110.0,-46.0,13.0,2021.0,3.0,1,0,4510.0,438.0,-5.0,-40.0
2021-03-31,547.0,-42.0,69.0,-47.0,14.0,2021.0,3.0,2,0,4414.0,446.0,-14.0,-39.0
2021-04-01,517.0,-39.0,53.0,-47.0,13.0,2021.0,4.0,3,0,4365.0,370.0,-2.0,-40.0
2021-04-02,485.0,-49.0,77.0,-58.0,21.0,2021.0,4.0,4,0,4112.0,360.0,1.0,-39.0
2021-04-03,478.0,-55.0,35.0,-52.0,9.0,2021.0,4.0,5,1,4133.0,360.0,4.0,-21.0
2021-04-04,469.0,-69.0,72.0,-49.0,6.0,2021.0,4.0,6,1,3919.0,362.0,15.0,-22.0
2021-04-05,461.0,-47.0,65.0,-65.0,23.0,2021.0,4.0,0,0,3682.0,366.0,0.0,-42.0
2021-04-06,453.0,-45.0,34.0,-53.0,16.0,2021.0,4.0,1,0,3497.0,346.0,2.0,-42.0
2021-04-07,440.0,-46.0,35.0,-53.0,16.0,2021.0,4.0,2,0,3319.0,340.0,-40.0,-41.0
2021-04-08,421.0,-46.0,46.0,-53.0,16.0,2021.0,4.0,3,0,3194.0,291.0,-13.0,-42.0
2021-04-09,405.0,-48.0,44.0,-51.0,16.0,2021.0,4.0,4,0,3178.0,271.0,-3.0,-68.0
2021-04-10,385.0,-57.0,11.0,-53.0,10.0,2021.0,4.0,5,1,3207.0,270.0,-5.0,-27.0
2021-04-11,385.0,-52.0,45.0,-48.0,7.0,2021.0,4.0,6,1,3096.0,249.0,-3.0,-23.0
2021-04-12,377.0,-19.0,59.0,-40.0,11.0,2021.0,4.0,0,0,2970.0,256.0,-3.0,-75.0
2021-04-13,370.0,-26.0,63.0,-42.0,12.0,2021.0,4.0,1,0,2820.0,266.0,-7.0,-50.0
2021-04-14,351.0,-26.0,63.0,-42.0,12.0,2021.0,4.0,2,0,2750.0,230.0,-9.0,-48.0
2021-04-15,329.0,-27.0,68.0,-42.0,12.0,2021.0,4.0,3,0,2612.0,234.0,0.0,-47.0
2021-04-16,332.0,-30.0,68.0,-39.0,11.0,2021.0,4.0,4,0,2512.0,222.0,1.0,-46.0
2021-04-17,323.0,-37.0,64.0,-34.0,5.0,2021.0,4.0,5,1,2458.0,195.0,1.0,-21.0
2021-04-18,311.0,-33.0,70.0,-33.0,4.0,2021.0,4.0,6,1,2375.0,237.0,3.0,-17.0
2021-04-19,318.0,-25.0,72.0,-38.0,10.0,2021.0,4.0,0,0,2265.0,222.0,3.0,-42.0
2021-04-20,300.0,-29.0,60.0,-38.0,10.0,2021.0,4.0,1,0,2165.0,234.0,-1.0,-43.0
2021-04-21,276.0,-29.0,45.0,-41.0,11.0,2021.0,4.0,2,0,2109.0,204.0,-2.0,-42.0
2021-04-22,261.0,-28.0,71.0,-40.0,10.0,2021.0,4.0,3,0,2003.0,206.0,2.0,-41.0
2021-04-23,243.0,-29.0,69.0,-37.0,9.0,2021.0,4.0,4,0,1948.0,185.0,2.0,-40.0
2021-04-24,240.0,-34.0,66.0,-35.0,5.0,2021.0,4.0,5,1,1976.0,206.0,1.0,-16.0
2021-04-25,231.0,-31.0,68.0,-37.0,4.0,2021.0,4.0,6,1,1895.0,203.0,3.0,-13.0
2021-04-26,227.0,-24.0,55.0,-39.0,10.0,2021.0,4.0,0,0,1861.0,180.0,5.0,-34.0
2021-04-27,214.0,-30.0,41.0,-40.0,11.0,2021.0,4.0,1,0,1759.0,194.0,2.0,-34.0
2021-04-28,208.0,-30.0,21.0,-42.0,11.0,2021.0,4.0,2,0,1719.0,160.0,-2.0,-33.0
2021-04-29,196.0,-28.0,41.0,-40.0,11.0,2021.0,4.0,3,0,1647.0,158.0,1.0,-32.0
2021-04-30,185.0,-26.0,46.0,-36.0,9.0,2021.0,4.0,4,0,1596.0,158.0,0.0,-31.0
2021-05-01,188.0,-31.0,44.0,-35.0,5.0,2021.0,5.0,5,1,1617.0,139.0,1.0,-14.0
2021-05-02,196.0,-26.0,71.0,-34.0,3.0,2021.0,5.0,6,1,1537.0,175.0,4.0,-12.0
2021-05-03,187.0,-29.0,30.0,-58.0,21.0,2021.0,5.0,0,0,1483.0,132.0,8.0,-33.0
2021-05-04,181.0,-31.0,19.0,-41.0,11.0,2021.0,5.0,1,0,1439.0,170.0,3.0,-33.0
2021-05-05,182.0,-29.0,30.0,-40.0,11.0,2021.0,5.0,2,0,1342.0,121.0,-2.0,-33.0
2021-05-06,163.0,-27.0,45.0,-39.0,10.0,2021.0,5.0,3,0,1261.0,152.0,-11.0,-32.0
2021-05-07,159.0,-28.0,52.0,-37.0,9.0,2021.0,5.0,4,0,1261.0,130.0,3.0,-31.0
2021-05-08,151.0,-42.0,-18.0,-46.0,9.0,2021.0,5.0,5,1,1278.0,137.0,2.0,-15.0
2021-05-09,144.0,-30.0,57.0,-36.0,4.0,2021.0,5.0,6,1,1273.0,134.0,6.0,-14.0
2021-05-10,149.0,-26.0,41.0,-39.0,10.0,2021.0,5.0,0,0,1219.0,163.0,4.0,-73.0
2021-05-11,138.0,-27.0,46.0,-39.0,10.0,2021.0,5.0,1,0,1142.0,113.0,-3.0,-34.0
2021-05-12,136.0,-25.0,42.0,-39.0,10.0,2021.0,5.0,2,0,1141.0,102.0,-3.0,-32.0
2021-05-13,129.0,-29.0,32.0,-41.0,11.0,2021.0,5.0,3,0,1119.0,113.0,1.0,-32.0
2021-05-14,124.0,-27.0,45.0,-37.0,10.0,2021.0,5.0,4,0,1097.0,99.0,2.0,-29.0
2021-05-15,121.0,-34.0,16.0,-38.0,6.0,2021.0,5.0,5,1,1110.0,121.0,5.0,-16.0
2021-05-16,123.0,-32.0,30.0,-39.0,5.0,2021.0,5.0,6,1,1088.0,122.0,3.0,-11.0
2021-05-17,125.0,-17.0,40.0,-35.0,9.0,2021.0,5.0,0,0,1051.0,102.0,6.0,-32.0
2021-05-18,124.0,-20.0,49.0,-36.0,9.0,2021.0,5.0,1,0,989.0,118.0,2.0,-31.0
2021-05-19,122.0,-18.0,51.0,-36.0,9.0,2021.0,5.0,2,0,965.0,122.0,-2.0,-31.0
2021-05-20,123.0,-24.0,20.0,-41.0,10.0,2021.0,5.0,3,0,956.0,102.0,1.0,-32.0
2021-05-21,124.0,-25.0,12.0,-36.0,9.0,2021.0,5.0,4,0,932.0,109.0,3.0,-30.0
2021-05-22,123.0,-24.0,35.0,-31.0,3.0,2021.0,5.0,5,1,934.0,100.0,4.0,-15.0
2021-05-23,120.0,-24.0,21.0,-34.0,3.0,2021.0,5.0,6,1,888.0,107.0,3.0,-10.0
2021-05-24,121.0,-19.0,38.0,-38.0,9.0,2021.0,5.0,0,0,908.0,108.0,4.0,-30.0
2021-05-25,128.0,-20.0,42.0,-38.0,9.0,2021.0,5.0,1,0,903.0,120.0,3.0,-30.0
2021-05-26,125.0,-17.0,50.0,-37.0,9.0,2021.0,5.0,2,0,913.0,104.0,-4.0,-29.0
2021-05-27,120.0,-12.0,85.0,-35.0,8.0,2021.0,5.0,3,0,879.0,97.0,3.0,-30.0
2021-05-28,124.0,-11.0,68.0,-29.0,6.0,2021.0,5.0,4,0,916.0,90.0,5.0,-29.0
2021-05-29,119.0,-18.0,78.0,-22.0,1.0,2021.0,5.0,5,1,955.0,80.0,6.0,-9.0
2021-05-30,124.0,-5.0,130.0,-18.0,-1.0,2021.0,5.0,6,1,917.0,103.0,9.0,-9.0
2021-05-31,122.0,-1.0,203.0,-42.0,12.0,2021.0,5.0,0,0,890.0,127.0,12.0,-31.0
2021-06-01,136.0,-5.0,141.0,-34.0,8.0,2021.0,6.0,1,0,867.0,127.0,6.0,-30.0
2021-06-02,129.0,-6.0,113.0,-36.0,10.0,2021.0,6.0,2,0,879.0,132.0,7.0,-29.0
2021-06-03,134.0,-6.0,118.0,-37.0,9.0,2021.0,6.0,3,0,879.0,123.0,2.0,-29.0
2021-06-04,130.0,-13.0,80.0,-35.0,9.0,2021.0,6.0,4,0,901.0,119.0,15.0,-30.0
2021-06-05,135.0,-20.0,81.0,-25.0,1.0,2021.0,6.0,5,1,923.0,116.0,11.0,-10.0
2021-06-06,145.0,-15.0,77.0,-26.0,1.0,2021.0,6.0,6,1,923.0,141.0,11.0,-7.0
2021-06-07,148.0,-10.0,88.0,-35.0,8.0,2021.0,6.0,0,0,957.0,135.0,8.0,-71.0
2021-06-08,154.0,-11.0,94.0,-35.0,8.0,2021.0,6.0,1,0,933.0,132.0,6.0,-43.0
2021-06-09,159.0,-11.0,79.0,-35.0,8.0,2021.0,6.0,2,0,961.0,128.0,3.0,-42.0
2021-06-10,158.0,-12.0,79.0,-35.0,8.0,2021.0,6.0,3,0,933.0,138.0,10.0,-41.0
2021-06-11,161.0,-15.0,72.0,-32.0,7.0,2021.0,6.0,4,0,960.0,103.0,11.0,-39.0
2021-06-12,169.0,-21.0,78.0,-26.0,1.0,2021.0,6.0,5,1,1029.0,112.0,10.0,-7.0
2021-06-13,188.0,-19.0,92.0,-24.0,0.0,2021.0,6.0,6,1,1052.0,124.0,11.0,-3.0
2021-06-14,188.0,-12.0,81.0,-35.0,8.0,2021.0,6.0,0,0,1060.0,156.0,10.0,-31.0
2021-06-15,206.0,-12.0,88.0,-35.0,8.0,2021.0,6.0,1,0,1091.0,132.0,7.0,-29.0
2021-06-16,208.0,-12.0,77.0,-35.0,8.0,2021.0,6.0,2,0,1074.0,129.0,4.0,-29.0
2021-06-17,210.0,-15.0,60.0,-37.0,9.0,2021.0,6.0,3,0,1102.0,126.0,9.0,-28.0
2021-06-18,223.0,-19.0,34.0,-34.0,8.0,2021.0,6.0,4,0,1138.0,127.0,11.0,-27.0
2021-06-19,215.0,-21.0,44.0,-30.0,2.0,2021.0,6.0,5,1,1179.0,157.0,10.0,-5.0
2021-06-20,210.0,-14.0,45.0,-30.0,1.0,2021.0,6.0,6,1,1229.0,175.0,9.0,-3.0
2021-06-21,228.0,-16.0,45.0,-38.0,9.0,2021.0,6.0,0,0,1254.0,189.0,6.0,-30.0
2021-06-22,250.0,-14.0,70.0,-36.0,8.0,2021.0,6.0,1,0,1319.0,191.0,6.0,-29.0
2021-06-23,246.0,-13.0,73.0,-36.0,9.0,2021.0,6.0,2,0,1361.0,201.0,1.0,-29.0
2021-06-24,259.0,-13.0,69.0,-36.0,9.0,2021.0,6.0,3,0,1347.0,180.0,3.0,-29.0
2021-06-25,257.0,-14.0,54.0,-32.0,7.0,2021.0,6.0,4,0,1381.0,179.0,6.0,-29.0
2021-06-26,256.0,-19.0,62.0,-26.0,2.0,2021.0,6.0,5,1,1514.0,223.0,6.0,-6.0
2021-06-27,263.0,-16.0,52.0,-28.0,1.0,2021.0,6.0,6,1,1534.0,227.0,7.0,-2.0
2021-06-28,297.0,-12.0,63.0,-36.0,8.0,2021.0,6.0,0,0,1485.0,229.0,8.0,-31.0
2021-06-29,283.0,-16.0,57.0,-38.0,8.0,2021.0,6.0,1,0,1505.0,232.0,2.0,-30.0
2021-06-30,287.0,-12.0,67.0,-37.0,8.0,2021.0,6.0,2,0,1526.0,244.0,-1.0,-29.0
2021-07-01,300.0,-11.0,90.0,-35.0,8.0,2021.0,7.0,3,0,1532.0,238.0,6.0,-30.0
2021-07-02,321.0,-14.0,79.0,-31.0,7.0,2021.0,7.0,4,0,1588.0,212.0,2.0,-29.0
2021-07-03,327.0,-22.0,34.0,-29.0,3.0,2021.0,7.0,5,1,1725.0,207.0,6.0,-6.0
2021-07-04,336.0,-17.0,40.0,-28.0,2.0,2021.0,7.0,6,1,1727.0,232.0,9.0,-4.0
2021-07-05,369.0,-11.0,68.0,-36.0,9.0,2021.0,7.0,0,0,1801.0,238.0,8.0,-32.0
2021-07-06,392.0,-16.0,48.0,-38.0,10.0,2021.0,7.0,1,0,1910.0,273.0,2.0,-33.0
2021-07-07,417.0,-12.0,58.0,-36.0,9.0,2021.0,7.0,2,0,1975.0,254.0,-2.0,-31.0
2021-07-08,417.0,-12.0,82.0,-36.0,9.0,2021.0,7.0,3,0,2016.0,255.0,6.0,-31.0
2021-07-09,437.0,-14.0,75.0,-32.0,8.0,2021.0,7.0,4,0,2131.0,267.0,5.0,-30.0
2021-07-10,448.0,-20.0,48.0,-28.0,3.0,2021.0,7.0,5,1,2316.0,263.0,7.0,-7.0
2021-07-11,454.0,-14.0,55.0,-23.0,0.0,2021.0,7.0,6,1,2438.0,309.0,7.0,-5.0
2021-07-12,482.0,-16.0,56.0,-37.0,10.0,2021.0,7.0,0,0,2627.0,364.0,7.0,-32.0
2021-07-13,522.0,-13.0,87.0,-36.0,9.0,2021.0,7.0,1,0,2713.0,416.0,3.0,-32.0
2021-07-14,545.0,-10.0,89.0,-35.0,9.0,2021.0,7.0,2,0,2886.0,371.0,5.0,-32.0
2021-07-15,551.0,-11.0,96.0,-35.0,9.0,2021.0,7.0,3,0,2975.0,381.0,0.0,-32.0
2021-07-16,573.0,-13.0,98.0,-30.0,7.0,2021.0,7.0,4,0,3118.0,394.0,7.0,-31.0
2021-07-17,583.0,-23.0,83.0,-24.0,1.0,2021.0,7.0,5,1,3389.0,466.0,8.0,-7.0
2021-07-18,582.0,-16.0,93.0,-22.0,0.0,2021.0,7.0,6,1,3598.0,516.0,10.0,-1.0
2021-07-19,611.0,-7.0,100.0,-34.0,8.0,2021.0,7.0,0,0,3776.0,580.0,10.0,-38.0
2021-07-20,618.0,-10.0,100.0,-36.0,9.0,2021.0,7.0,1,0,3949.0,566.0,5.0,-34.0
2021-07-21,647.0,-9.0,96.0,-35.0,9.0,2021.0,7.0,2,0,4063.0,605.0,4.0,-33.0
2021-07-22,699.0,-9.0,105.0,-35.0,9.0,2021.0,7.0,3,0,4139.0,556.0,12.0,-33.0
2021-07-23,715.0,-11.0,93.0,-31.0,8.0,2021.0,7.0,4,0,4250.0,544.0,11.0,-32.0
2021-07-24,755.0,-20.0,56.0,-25.0,2.0,2021.0,7.0,5,1,4557.0,590.0,10.0,-8.0
2021-07-25,779.0,-14.0,68.0,-22.0,1.0,2021.0,7.0,6,1,4637.0,725.0,11.0,-4.0
2021-07-26,820.0,-4.0,118.0,-34.0,9.0,2021.0,7.0,0,0,4830.0,743.0,8.0,-37.0
2021-07-27,848.0,-8.0,84.0,-37.0,10.0,2021.0,7.0,1,0,5001.0,747.0,0.0,-37.0
2021-07-28,853.0,-7.0,64.0,-38.0,11.0,2021.0,7.0,2,0,5202.0,767.0,-2.0,-37.0
2021-07-29,869.0,-4.0,102.0,-35.0,9.0,2021.0,7.0,3,0,5270.0,697.0,8.0,-38.0
2021-07-30,889.0,-11.0,49.0,-33.0,9.0,2021.0,7.0,4,0,5536.0,702.0,6.0,-38.0
2021-07-31,893.0,-17.0,52.0,-22.0,1.0,2021.0,7.0,5,1,5896.0,795.0,5.0,-7.0
